namapemda,provinsi,pulau,tahun,jenis,level1,level2,Level2a,level3,level3a,nilai
Kab. Tanjung Jabung Timur,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,80454056380.0
Kab. Tanjung Jabung Timur,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,158131480302.0
Kab. Tanjung Jabung Timur,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,4290240400.0
Kab. Tanjung Jabung Timur,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,526. Belanja Modal Aset Lainnya,520. Belanja Modal,409924000.0
Kab. Tanjung Jabung Timur,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,5211018344.0
Kab. Tanjung Jabung Timur,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2277511167.0
Kab. Tanjung Jabung Timur,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,139337831401.0
Kab. Tanjung Jabung Timur,Provinsi Jambi,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,92941058411.0
Kab. Tanjung Jabung Timur,Provinsi Jambi,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,6000000000.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,19824500000.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,4178000000.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,10500000000.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,47945839000.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,945517817000.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,65193048974.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,16494000000.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,11050306830.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,428495502594.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,293041294538.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,514. Belanja Subsidi,514. Belanja Subsidi,1070513315.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,61485729132.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,25000000.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,14571975096.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,55017885510.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,109155335488.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,299137400.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,8500000000.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2400250000.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,160387776300.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,45927930193.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,3000000000.0
Kab. Tebo,Provinsi Jambi,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,65. Pembayaran Pokok Utang,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,29181042624.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,355000000000.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,56226320000.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,10000000000.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,94111650969.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1032564721000.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,144651565106.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,695822742692.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,537813005876.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,513. Belanja Bunga,513. Belanja Bunga,5000000000.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,514. Belanja Subsidi,514. Belanja Subsidi,522400000.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,52604066510.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,4686053500.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,7220000058.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,105807102508.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,185067699227.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,127480807052.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,11720250271.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,10810129381.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,132000000000.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,10000000000.0
Kota Jambi,Provinsi Jambi,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,65. Pembayaran Pokok Utang,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,70000000000.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,13164704750.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,7799894000.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,11845053000.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,67561952000.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,618576847000.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,55517502706.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,6341743500.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,356725497172.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,212123273255.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,514. Belanja Subsidi,514. Belanja Subsidi,74000000.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,5626856540.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,200000000.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,1618757200.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,34563491320.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,34934384112.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,53501886461.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,21443839527.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,3205717269.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,100289994100.0
Kota Sungai Penuh,Provinsi Jambi,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,43500000000.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,4149362000000.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,9227594873.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,164439441509.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,1285747716018.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,5132219569000.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,3540000000.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,2764489220825.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,2261248587690.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,513. Belanja Bunga,513. Belanja Bunga,16000000000.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,377361094000.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,6210352941.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,292531147223.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,353308840131.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,567582191500.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,66396592982.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,526. Belanja Modal Aset Lainnya,520. Belanja Modal,2100000000.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,16000000000.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1943590766667.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1844936267453.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,133218740012.0
Provinsi Sumatera Selatan,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,65. Pembayaran Pokok Utang,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,366000000000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,82663000000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,4407134500.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,9348611221.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,50598700000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,2078552154000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,99202697198.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,654667000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,79623678401.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,763909941300.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,567159991407.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,120856731459.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,6445000000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,15177900000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,48682709046.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,68564901995.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,360381260797.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,16299300000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,526. Belanja Modal Aset Lainnya,520. Belanja Modal,50000000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,3000000000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,8266300000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,459326818000.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,36070211684.0
Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,3000000000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,92420404000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,7525360000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,19000000000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,263605411000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,2427962696000.0
